player-super-raids_player_name,player-total-points_player_name,super-10s_player_name,player-successful-raids_player_name,player-super-tackles_player_name,player-avg-tackle-points_player_name,player-dod-raid-points_player_name,player-raid-points_player_name,player-successful-tackles_player_name,high-5s_player_name,player-tackle-points_player_name,player-super-raids_match_played,player-total-points_match_played,super-10s_match_played,player-successful-raids_match_played,player-super-tackles_match_played,player-avg-tackle-points_match_played,player-dod-raid-points_match_played,player-raid-points_match_played,player-successful-tackles_match_played,high-5s_match_played,player-tackle-points_match_played,player-super-raids_position_name,player-total-points_position_name,super-10s_position_name,player-successful-raids_position_name,player-super-tackles_position_name,player-avg-tackle-points_position_name,player-dod-raid-points_position_name,player-raid-points_position_name,player-successful-tackles_position_name,high-5s_position_name,player-tackle-points_position_name,player-super-raids_team,player-total-points_team,super-10s_team,player-successful-raids_team,player-super-tackles_team,player-avg-tackle-points_team,player-dod-raid-points_team,player-raid-points_team,player-successful-tackles_team,high-5s_team,player-tackle-points_team,player-super-raids_team_name,player-total-points_team_name,super-10s_team_name,player-successful-raids_team_name,player-super-tackles_team_name,player-avg-tackle-points_team_name,player-dod-raid-points_team_name,player-raid-points_team_name,player-successful-tackles_team_name,high-5s_team_name,player-tackle-points_team_name,player-super-raids_team_full_name,player-total-points_team_full_name,super-10s_team_full_name,player-successful-raids_team_full_name,player-super-tackles_team_full_name,player-avg-tackle-points_team_full_name,player-dod-raid-points_team_full_name,player-raid-points_team_full_name,player-successful-tackles_team_full_name,high-5s_team_full_name,player-tackle-points_team_full_name,player-super-raids_rank,player-total-points_rank,super-10s_rank,player-successful-raids_rank,player-super-tackles_rank,player-avg-tackle-points_rank,player-dod-raid-points_rank,player-raid-points_rank,player-successful-tackles_rank,high-5s_rank,player-tackle-points_rank,player-super-raids_value,player-total-points_value,super-10s_value,player-successful-raids_value,player-super-tackles_value,player-avg-tackle-points_value,player-dod-raid-points_value,player-raid-points_value,player-successful-tackles_value,high-5s_value,player-tackle-points_value,player-super-raids_points_per_match,player-total-points_points_per_match,super-10s_points_per_match,player-successful-raids_points_per_match,player-super-tackles_points_per_match,player-avg-tackle-points_points_per_match,player-dod-raid-points_points_per_match,player-raid-points_points_per_match,player-successful-tackles_points_per_match,high-5s_points_per_match,player-tackle-points_points_per_match,player-super-raids_team_id,player-total-points_team_id,super-10s_team_id,player-successful-raids_team_id,player-super-tackles_team_id,player-avg-tackle-points_team_id,player-dod-raid-points_team_id,player-raid-points_team_id,player-successful-tackles_team_id,high-5s_team_id,player-tackle-points_team_id,player-super-raids_position_id,player-total-points_position_id,super-10s_position_id,player-successful-raids_position_id,player-super-tackles_position_id,player-avg-tackle-points_position_id,player-dod-raid-points_position_id,player-raid-points_position_id,player-successful-tackles_position_id,high-5s_position_id,player-tackle-points_position_id
,Mohit Nandal,,,Mohit Nandal,Mohit Nandal,,Mohit Nandal,Mohit Nandal,Mohit Nandal,Mohit Nandal,,21,,,21.0,21.0,,21.0,21.0,21.0,21.0,,Defender - Right Cover,,,Defender - Right Cover,Defender - Right Cover,,Defender - Right Cover,Defender - Right Cover,Defender - Right Cover,Defender - Right Cover,,,,,,,,,,,,,HAR,,,HAR,HAR,,HAR,HAR,HAR,HAR,,Haryana Steelers,,,Haryana Steelers,Haryana Steelers,,Haryana Steelers,Haryana Steelers,Haryana Steelers,Haryana Steelers,,58,,,13.0,30.0,,133.0,18.0,46.0,17.0,,45,,,4.0,2.1,,1.0,40.0,1.0,44.0,,2.142857142857143,,,0.1904761904761904,0.1,,0.0476190476190476,1.9047619047619049,0.0476190476190476,2.0952380952380953,,28,,,28.0,28.0,,28.0,28.0,28.0,28.0,,0,,,0.0,0.0,,0.0,0.0,0.0,0.0
,Deepak Singh,,,,Deepak Singh,,,Deepak Singh,,Deepak Singh,,3,,,,3.0,,,3.0,,3.0,,Defender - Right Cover,,,,Defender - Right Cover,,,Defender - Right Cover,,Defender - Right Cover,,,,,,,,,,,,,JAI,,,,JAI,,,JAI,,JAI,,Jaipur Pink Panthers,,,,Jaipur Pink Panthers,,,Jaipur Pink Panthers,,Jaipur Pink Panthers,,197,,,,100.0,,,134.0,,150.0,,2,,,,0.67,,,2.0,,2.0,,0.6666666666666666,,,,0.2233333333333333,,,0.6666666666666666,,0.6666666666666666,,3,,,,3.0,,,3.0,,3.0,,0,,,,0.0,,,0.0,,0.0
,Manish,,,Manish,Manish,,Manish,Manish,,Manish,,13,,,13.0,13.0,,13.0,13.0,,13.0,,Defender,,,Defender,Defender,,Defender,Defender,,Defender,,,,,,,,,,,,,PAT,,,PAT,PAT,,PAT,PAT,,PAT,,Patna Pirates,,,Patna Pirates,Patna Pirates,,Patna Pirates,Patna Pirates,,Patna Pirates,,144,,,80.0,109.0,,134.0,88.0,,86.0,,8,,,1.0,0.54,,1.0,6.0,,7.0,,0.6153846153846154,,,0.0769230769230769,0.0415384615384615,,0.0769230769230769,0.4615384615384615,,0.5384615384615384,,6,,,6.0,6.0,,6.0,6.0,,6.0,,9,,,9.0,9.0,,9.0,9.0,,9.0
Akash Shinde,Akash Shinde,Akash Shinde,Akash Shinde,,Akash Shinde,Akash Shinde,Akash Shinde,Akash Shinde,,Akash Shinde,22.0,22,22.0,22.0,,22.0,22.0,22.0,22.0,,22.0,Raider,Raider,Raider,Raider,,Raider,Raider,Raider,Raider,,Raider,,,,,,,,,,,,PUN,PUN,PUN,PUN,,PUN,PUN,PUN,PUN,,PUN,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,,Puneri Paltan,9.0,15,16.0,17.0,,161.0,14.0,14.0,128.0,,121.0,5.0,142,5.0,105.0,,0.14,19.0,139.0,3.0,,3.0,0.2272727272727272,6.454545454545454,0.2272727272727272,4.7727272727272725,,0.0063636363636363,0.8636363636363636,6.318181818181818,0.1363636363636363,,0.1363636363636363,7.0,7,7.0,7.0,,7.0,7.0,7.0,7.0,,7.0,8.0,8,8.0,8.0,,8.0,8.0,8.0,8.0,,8.0
,Aslam Inamdar,Aslam Inamdar,Aslam Inamdar,Aslam Inamdar,Aslam Inamdar,Aslam Inamdar,Aslam Inamdar,Aslam Inamdar,,Aslam Inamdar,,17,17.0,17.0,17.0,17.0,17.0,17.0,17.0,,17.0,,Raider,Raider,Raider,Raider,Raider,Raider,Raider,Raider,,Raider,,,,,,,,,,,,,PUN,PUN,PUN,PUN,PUN,PUN,PUN,PUN,,PUN,,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,,Puneri Paltan,,11,18.0,9.0,81.0,97.0,17.0,15.0,68.0,,67.0,,150,4.0,118.0,1.0,0.71,18.0,138.0,11.0,,12.0,,8.823529411764707,0.2352941176470588,6.9411764705882355,0.0588235294117647,0.0417647058823529,1.0588235294117647,8.117647058823529,0.6470588235294118,,0.7058823529411765,,7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,7.0,,8,8.0,8.0,8.0,8.0,8.0,8.0,8.0,,8.0
,Aashish,,Aashish,Aashish,Aashish,,Aashish,Aashish,,Aashish,,6,,6.0,6.0,6.0,,6.0,6.0,,6.0,,Defender - Left Cover,,Defender - Left Cover,Defender - Left Cover,Defender - Left Cover,,Defender - Left Cover,Defender - Left Cover,,Defender - Left Cover,,,,,,,,,,,,,CHE,,CHE,CHE,CHE,,CHE,CHE,,CHE,,Tamil Thalaivas,,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,,Tamil Thalaivas,Tamil Thalaivas,,Tamil Thalaivas,,145,,98.0,38.0,71.0,,126.0,102.0,,85.0,,8,,1.0,2.0,1.17,,1.0,5.0,,7.0,,1.3333333333333333,,0.1666666666666666,0.3333333333333333,0.1949999999999999,,0.1666666666666666,0.8333333333333334,,1.1666666666666667,,29,,29.0,29.0,29.0,,29.0,29.0,,29.0,,0,,0.0,0.0,0.0,,0.0,0.0,,0.0
Himanshu Singh,Himanshu Singh,Himanshu Singh,Himanshu Singh,Himanshu Singh,Himanshu Singh,Himanshu Singh,Himanshu Singh,Himanshu Singh,,Himanshu Singh,18.0,18,18.0,18.0,18.0,18.0,18.0,18.0,18.0,,18.0,Raider,Raider,Raider,Raider,Raider,Raider,Raider,Raider,Raider,,Raider,,,,,,,,,,,,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,,CHE,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,,Tamil Thalaivas,19.0,53,36.0,45.0,82.0,138.0,27.0,37.0,108.0,,104.0,3.0,50,1.0,26.0,1.0,0.28,13.0,45.0,4.0,,5.0,0.1666666666666666,2.7777777777777777,0.0555555555555555,1.4444444444444444,0.0555555555555555,0.0155555555555555,0.7222222222222222,2.5,0.2222222222222222,,0.2777777777777778,29.0,29,29.0,29.0,29.0,29.0,29.0,29.0,29.0,,29.0,8.0,8,8.0,8.0,8.0,8.0,8.0,8.0,8.0,,8.0
,Mohit,,Mohit,,Mohit,,Mohit,Mohit,Mohit,Mohit,,22,,22.0,,22.0,,22.0,22.0,22.0,22.0,,Defender - Left Cover,,Defender - Left Cover,,Defender - Left Cover,,Defender - Left Cover,Defender - Left Cover,Defender - Left Cover,Defender - Left Cover,,,,,,,,,,,,,CHE,,CHE,,CHE,,CHE,CHE,CHE,CHE,,Tamil Thalaivas,,Tamil Thalaivas,,Tamil Thalaivas,,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,,84,,93.0,,54.0,,98.0,34.0,47.0,35.0,,34,,2.0,,1.45,,2.0,32.0,1.0,32.0,,1.5454545454545454,,0.0909090909090909,,0.0659090909090909,,0.0909090909090909,1.4545454545454546,0.0454545454545454,1.4545454545454546,,29,,29.0,,29.0,,29.0,29.0,29.0,29.0,,0,,0.0,,0.0,,0.0,0.0,0.0,0.0
,Sahil Gulia,,,Sahil Gulia,Sahil Gulia,,,Sahil Gulia,Sahil Gulia,Sahil Gulia,,23,,,23.0,23.0,,,23.0,23.0,23.0,,Defender - Left Corner,,,Defender - Left Corner,Defender - Left Corner,,,Defender - Left Corner,Defender - Left Corner,Defender - Left Corner,,,,,,,,,,,,,CHE,,,CHE,CHE,,,CHE,CHE,CHE,,Tamil Thalaivas,,,Tamil Thalaivas,Tamil Thalaivas,,,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,,45,,,14.0,20.0,,,8.0,17.0,8.0,,57,,,4.0,2.48,,,53.0,2.0,57.0,,2.4782608695652173,,,0.1739130434782608,0.1078260869565217,,,2.3043478260869565,0.0869565217391304,2.4782608695652173,,29,,,29.0,29.0,,,29.0,29.0,29.0,,0,,,0.0,0.0,,,0.0,0.0,0.0
,Muhammed Shihas,,,,Muhammed Shihas,,Muhammed Shihas,Muhammed Shihas,,Muhammed Shihas,,6,,,,6.0,,6.0,6.0,,6.0,,Defender - Left Corner,,,,Defender - Left Corner,,Defender - Left Corner,Defender - Left Corner,,Defender - Left Corner,,,,,,,,,,,,,HYD,,,,HYD,,HYD,HYD,,HYD,,Telugu Titans,,,,Telugu Titans,,Telugu Titans,Telugu Titans,,Telugu Titans,,195,,,,156.0,,131.0,163.0,,155.0,,2,,,,0.17,,1.0,1.0,,1.0,,0.3333333333333333,,,,0.0283333333333333,,0.1666666666666666,0.1666666666666666,,0.1666666666666666,,8,,,,8.0,,8.0,8.0,,8.0,,0,,,,0.0,,0.0,0.0,,0.0
,Palla Ramakrishna,,,,Palla Ramakrishna,,Palla Ramakrishna,Palla Ramakrishna,,Palla Ramakrishna,,2,,,,2.0,,2.0,2.0,,2.0,,Defender - Left Cover,,,,Defender - Left Cover,,Defender - Left Cover,Defender - Left Cover,,Defender - Left Cover,,,,,,,,,,,,,HYD,,,,HYD,,HYD,HYD,,HYD,,Telugu Titans,,,,Telugu Titans,,Telugu Titans,Telugu Titans,,Telugu Titans,,196,,,,114.0,,132.0,164.0,,156.0,,2,,,,0.5,,1.0,1.0,,1.0,,1.0,,,,0.25,,0.5,0.5,,0.5,,8,,,,8.0,,8.0,8.0,,8.0,,0,,,,0.0,,0.0,0.0,,0.0
,Kamlesh,,Kamlesh,,,Kamlesh,Kamlesh,,,,,4,,4.0,,,4.0,4.0,,,,,Raider,,Raider,,,Raider,Raider,,,,,,,,,,,,,,,,MUM,,MUM,,,MUM,MUM,,,,,U Mumba,,U Mumba,,,U Mumba,U Mumba,,,,,162,,94.0,,,53.0,82.0,,,,,6,,2.0,,,3.0,6.0,,,,,1.5,,0.5,,,0.75,1.5,,,,,5,,5.0,,,5.0,5.0,,,,,8,,8.0,,,8.0,8.0,,,
,Shivam,,Shivam,,Shivam,Shivam,Shivam,Shivam,,Shivam,,5,,5.0,,5.0,5.0,5.0,5.0,,5.0,,Raider,,Raider,,Raider,Raider,Raider,Raider,,Raider,,,,,,,,,,,,,MUM,,MUM,,MUM,MUM,MUM,MUM,,MUM,,U Mumba,,U Mumba,,U Mumba,U Mumba,U Mumba,U Mumba,,U Mumba,,132,,67.0,,150.0,56.0,74.0,165.0,,157.0,,10,,7.0,,0.2,2.0,9.0,1.0,,1.0,,2.0,,1.4,,0.04,0.4,1.8,0.2,,0.2,,5,,5.0,,5.0,5.0,5.0,5.0,,5.0,,8,,8.0,,8.0,8.0,8.0,8.0,,8.0
,Aman,,Aman,,,,Aman,,,,,3,,3.0,,,,3.0,,,,,Raider,,Raider,,,,Raider,,,,,,,,,,,,,,,,U.P.,,U.P.,,,,U.P.,,,,,U.P. Yoddhas,,U.P. Yoddhas,,,,U.P. Yoddhas,,,,,174,,82.0,,,,88.0,,,,,4,,4.0,,,,4.0,,,,,1.3333333333333333,,1.3333333333333333,,,,1.3333333333333333,,,,,30,,30.0,,,,30.0,,,,,8,,8.0,,,,8.0,,,
,Aman,,,Aman,Aman,,,Aman,Aman,Aman,,24,,,24.0,24.0,,,24.0,24.0,24.0,,Defender - Left Corner,,,Defender - Left Corner,Defender - Left Corner,,,Defender - Left Corner,Defender - Left Corner,Defender - Left Corner,,,,,,,,,,,,,BLR,,,BLR,BLR,,,BLR,BLR,BLR,,Bengaluru Bulls,,,Bengaluru Bulls,Bengaluru Bulls,,,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,,38,,,23.0,19.0,,,6.0,15.0,5.0,,60,,,3.0,2.5,,,57.0,3.0,60.0,,2.5,,,0.125,0.1041666666666666,,,2.375,0.125,2.5,,1,,,1.0,1.0,,,1.0,1.0,1.0,,0,,,0.0,0.0,,,0.0,0.0,0.0
,Balaji D,,,Balaji D,Balaji D,,,Balaji D,,Balaji D,,18,,,18.0,18.0,,,18.0,,18.0,,All-Rounder,,,All-Rounder,All-Rounder,,,All-Rounder,,All-Rounder,,,,,,,,,,,,,KOL,,,KOL,KOL,,,KOL,,KOL,,Bengal Warriors,,,Bengal Warriors,Bengal Warriors,,,Bengal Warriors,,Bengal Warriors,,98,,,83.0,58.0,,,43.0,,45.0,,25,,,1.0,1.39,,,24.0,,25.0,,1.3888888888888888,,,0.0555555555555555,0.0772222222222222,,,1.3333333333333333,,1.3888888888888888,,4,,,4.0,4.0,,,4.0,,4.0,,0,,,0.0,0.0,,,0.0,,0.0
Jai Bhagwan,Jai Bhagwan,Jai Bhagwan,Jai Bhagwan,Jai Bhagwan,Jai Bhagwan,Jai Bhagwan,Jai Bhagwan,Jai Bhagwan,,Jai Bhagwan,19.0,19,19.0,19.0,19.0,19.0,19.0,19.0,19.0,,19.0,Raider,Raider,Raider,Raider,Raider,Raider,Raider,Raider,Raider,,Raider,,,,,,,,,,,,MUM,MUM,MUM,MUM,MUM,MUM,MUM,MUM,MUM,,MUM,U Mumba,U Mumba,U Mumba,U Mumba,U Mumba,U Mumba,U Mumba,U Mumba,U Mumba,,U Mumba,16.0,31,37.0,30.0,33.0,124.0,13.0,27.0,103.0,,92.0,4.0,82,1.0,50.0,2.0,0.37,20.0,75.0,5.0,,7.0,0.2105263157894736,4.315789473684211,0.0526315789473684,2.6315789473684212,0.1052631578947368,0.0194736842105263,1.0526315789473684,3.9473684210526314,0.2631578947368421,,0.3684210526315789,5.0,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,8.0,8,8.0,8.0,8.0,8.0,8.0,8.0,8.0,,8.0
,Md. Arif Rabbani,,,Md. Arif Rabbani,Md. Arif Rabbani,,,Md. Arif Rabbani,,Md. Arif Rabbani,,2,,,2.0,2.0,,,2.0,,2.0,,Defender - Left Corner,,,Defender - Left Corner,Defender - Left Corner,,,Defender - Left Corner,,Defender - Left Corner,,,,,,,,,,,,,CHE,,,CHE,CHE,,,CHE,,CHE,,Tamil Thalaivas,,,Tamil Thalaivas,Tamil Thalaivas,,,Tamil Thalaivas,,Tamil Thalaivas,,177,,,93.0,51.0,,,135.0,,134.0,,3,,,1.0,1.5,,,2.0,,3.0,,1.5,,,0.5,0.75,,,1.0,,1.5,,29,,,29.0,29.0,,,29.0,,29.0,,0,,,0.0,0.0,,,0.0,,0.0
Heidarali Ekrami,Heidarali Ekrami,,Heidarali Ekrami,Heidarali Ekrami,Heidarali Ekrami,Heidarali Ekrami,Heidarali Ekrami,Heidarali Ekrami,,Heidarali Ekrami,12.0,12,,12.0,12.0,12.0,12.0,12.0,12.0,,12.0,Raider,Raider,,Raider,Raider,Raider,Raider,Raider,Raider,,Raider,,,,,,,,,,,,MUM,MUM,,MUM,MUM,MUM,MUM,MUM,MUM,,MUM,U Mumba,U Mumba,,U Mumba,U Mumba,U Mumba,U Mumba,U Mumba,U Mumba,,U Mumba,32.0,82,,48.0,94.0,157.0,33.0,48.0,161.0,,135.0,2.0,34,,21.0,1.0,0.17,8.0,32.0,1.0,,2.0,0.1666666666666666,2.8333333333333335,,1.75,0.0833333333333333,0.0141666666666666,0.6666666666666666,2.6666666666666665,0.0833333333333333,,0.1666666666666666,5.0,5,,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,8.0,8,,8.0,8.0,8.0,8.0,8.0,8.0,,8.0
,Mohammad Ghorbani,,,,Mohammad Ghorbani,,,Mohammad Ghorbani,,Mohammad Ghorbani,,1,,,,1.0,,,1.0,,1.0,,Raider ,,,,Raider ,,,Raider ,,Raider ,,,,,,,,,,,,,GUJ,,,,GUJ,,,GUJ,,GUJ,,Gujarat Giants,,,,Gujarat Giants,,,Gujarat Giants,,Gujarat Giants,,199,,,,78.0,,,162.0,,169.0,,1,,,,1.0,,,1.0,,1.0,,1.0,,,,1.0,,,1.0,,1.0,,31,,,,31.0,,,31.0,,31.0,,0,,,,0.0,,,0.0,,0.0
,Reza Mirbagheri,,,Reza Mirbagheri,Reza Mirbagheri,,,Reza Mirbagheri,Reza Mirbagheri,Reza Mirbagheri,,16,,,16.0,16.0,,,16.0,16.0,16.0,,Defender,,,Defender,Defender,,,Defender,Defender,Defender,,,,,,,,,,,,,JAI,,,JAI,JAI,,,JAI,JAI,JAI,,Jaipur Pink Panthers,,,Jaipur Pink Panthers,Jaipur Pink Panthers,,,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,,76,,,95.0,24.0,,,26.0,16.0,26.0,,36,,,1.0,2.25,,,35.0,2.0,36.0,,2.25,,,0.0625,0.140625,,,2.1875,0.125,2.25,,3,,,3.0,3.0,,,3.0,3.0,3.0,,9,,,9.0,9.0,,,9.0,9.0,9.0
,Mohit,,,Mohit,Mohit,,,Mohit,Mohit,Mohit,,20,,,20.0,20.0,,,20.0,20.0,20.0,,Defender - Left Corner,,,Defender - Left Corner,Defender - Left Corner,,,Defender - Left Corner,Defender - Left Corner,Defender - Left Corner,,,,,,,,,,,,,MUM,,,MUM,MUM,,,MUM,MUM,MUM,,U Mumba,,,U Mumba,U Mumba,,,U Mumba,U Mumba,U Mumba,,59,,,8.0,26.0,,,22.0,48.0,18.0,,44,,,6.0,2.2,,,38.0,1.0,44.0,,2.2,,,0.3,0.11,,,1.9,0.05,2.2,,5,,,5.0,5.0,,,5.0,5.0,5.0,,0,,,0.0,0.0,,,0.0,0.0,0.0
,Kiran Magar,,,Kiran Magar,Kiran Magar,,,Kiran Magar,,Kiran Magar,,16,,,16.0,16.0,,,16.0,,16.0,,Defender - Left Corner,,,Defender - Left Corner,Defender - Left Corner,,,Defender - Left Corner,,Defender - Left Corner,,,,,,,,,,,,,MUM,,,MUM,MUM,,,MUM,,MUM,,U Mumba,,,U Mumba,U Mumba,,,U Mumba,,U Mumba,,103,,,28.0,63.0,,,51.0,,51.0,,21,,,3.0,1.31,,,18.0,,21.0,,1.3125,,,0.1875,0.081875,,,1.125,,1.3125,,5,,,5.0,5.0,,,5.0,,5.0,,0,,,0.0,0.0,,,0.0,,0.0
,Shankar Gadai,,Shankar Gadai,,Shankar Gadai,Shankar Gadai,Shankar Gadai,Shankar Gadai,,Shankar Gadai,,20,,20.0,,20.0,20.0,20.0,20.0,,20.0,,All-Rounder,,All-Rounder,,All-Rounder,All-Rounder,All-Rounder,All-Rounder,,All-Rounder,,,,,,,,,,,,,GUJ,,GUJ,,GUJ,GUJ,GUJ,GUJ,,GUJ,,Gujarat Giants,,Gujarat Giants,,Gujarat Giants,Gujarat Giants,Gujarat Giants,Gujarat Giants,,Gujarat Giants,,99,,84.0,,77.0,70.0,89.0,49.0,,52.0,,25,,4.0,,1.05,1.0,4.0,21.0,,21.0,,1.25,,0.2,,0.0525,0.05,0.2,1.05,,1.05,,31,,31.0,,31.0,31.0,31.0,31.0,,31.0,,0,,0.0,,0.0,0.0,0.0,0.0,,0.0
,Lucky Sharma,,,Lucky Sharma,Lucky Sharma,,,Lucky Sharma,Lucky Sharma,Lucky Sharma,,15,,,15.0,15.0,,,15.0,15.0,15.0,,Defender - Right Corner,,,Defender - Right Corner,Defender - Right Corner,,,Defender - Right Corner,Defender - Right Corner,Defender - Right Corner,,,,,,,,,,,,,JAI,,,JAI,JAI,,,JAI,JAI,JAI,,Jaipur Pink Panthers,,,Jaipur Pink Panthers,Jaipur Pink Panthers,,,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,,131,,,29.0,95.0,,,78.0,49.0,73.0,,11,,,3.0,0.73,,,8.0,1.0,11.0,,0.7333333333333333,,,0.2,0.0486666666666666,,,0.5333333333333333,0.0666666666666666,0.7333333333333333,,3,,,3.0,3.0,,,3.0,3.0,3.0,,0,,,0.0,0.0,,,0.0,0.0,0.0
,Visvanath V,,Visvanath V,Visvanath V,Visvanath V,Visvanath V,Visvanath V,Visvanath V,,Visvanath V,,11,,11.0,11.0,11.0,11.0,11.0,11.0,,11.0,,All-Rounder,,All-Rounder,All-Rounder,All-Rounder,All-Rounder,All-Rounder,All-Rounder,,All-Rounder,,,,,,,,,,,,,CHE,,CHE,CHE,CHE,CHE,CHE,CHE,,CHE,,Tamil Thalaivas,,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,,Tamil Thalaivas,,104,,60.0,30.0,96.0,45.0,62.0,96.0,,84.0,,21,,10.0,3.0,0.73,5.0,13.0,5.0,,8.0,,1.9090909090909092,,0.9090909090909092,0.2727272727272727,0.0663636363636363,0.4545454545454545,1.181818181818182,0.4545454545454545,,0.7272727272727273,,29,,29.0,29.0,29.0,29.0,29.0,29.0,,29.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
,Alankar Patil,,,,Alankar Patil,,,Alankar Patil,,Alankar Patil,,3,,,,3.0,,,3.0,,3.0,,Defender - Right Corner,,,,Defender - Right Corner,,,Defender - Right Corner,,Defender - Right Corner,,,,,,,,,,,,,PUN,,,,PUN,,,PUN,,PUN,,Puneri Paltan,,,,Puneri Paltan,,,Puneri Paltan,,Puneri Paltan,,176,,,,79.0,,,114.0,,122.0,,3,,,,1.0,,,3.0,,3.0,,1.0,,,,0.3333333333333333,,,1.0,,1.0,,7,,,,7.0,,,7.0,,7.0,,0,,,,0.0,,,0.0,,0.0
,Rakesh Ram,,,,Rakesh Ram,,Rakesh Ram,Rakesh Ram,,Rakesh Ram,,8,,,,8.0,,8.0,8.0,,8.0,,Defender - Right Cover,,,,Defender - Right Cover,,Defender - Right Cover,Defender - Right Cover,,Defender - Right Cover,,,,,,,,,,,,,PUN,,,,PUN,,PUN,PUN,,PUN,,Puneri Paltan,,,,Puneri Paltan,,Puneri Paltan,Puneri Paltan,,Puneri Paltan,,194,,,,163.0,,125.0,146.0,,153.0,,2,,,,0.13,,1.0,1.0,,1.0,,0.25,,,,0.01625,,0.125,0.125,,0.125,,7,,,,7.0,,7.0,7.0,,7.0,,0,,,,0.0,,0.0,0.0,,0.0
Manish Gulia,Manish Gulia,,Manish Gulia,,Manish Gulia,,Manish Gulia,Manish Gulia,,Manish Gulia,4.0,4,,4.0,,4.0,,4.0,4.0,,4.0,Raider,Raider,,Raider,,Raider,,Raider,Raider,,Raider,,,,,,,,,,,,HAR,HAR,,HAR,,HAR,,HAR,HAR,,HAR,Haryana Steelers,Haryana Steelers,,Haryana Steelers,,Haryana Steelers,,Haryana Steelers,Haryana Steelers,,Haryana Steelers,33.0,121,,62.0,,144.0,,61.0,147.0,,154.0,1.0,14,,9.0,,0.25,,13.0,1.0,,1.0,0.25,3.5,,2.25,,0.0625,,3.25,0.25,,0.25,28.0,28,,28.0,,28.0,,28.0,28.0,,28.0,8.0,8,,8.0,,8.0,,8.0,8.0,,8.0
,Harsh Lad,,,Harsh Lad,Harsh Lad,,,Harsh Lad,,Harsh Lad,,1,,,1.0,1.0,,,1.0,,1.0,,Defender - Left Corner,,,Defender - Left Corner,Defender - Left Corner,,,Defender - Left Corner,,Defender - Left Corner,,,,,,,,,,,,,PUN,,,PUN,PUN,,,PUN,,PUN,,Puneri Paltan,,,Puneri Paltan,Puneri Paltan,,,Puneri Paltan,,Puneri Paltan,,175,,,96.0,4.0,,,116.0,,111.0,,4,,,1.0,4.0,,,3.0,,4.0,,4.0,,,1.0,4.0,,,3.0,,4.0,,7,,,7.0,7.0,,,7.0,,7.0,,0,,,0.0,0.0,,,0.0,,0.0
,Naveen Sharma,,,Naveen Sharma,Naveen Sharma,,Naveen Sharma,Naveen Sharma,,Naveen Sharma,,8,,,8.0,8.0,,8.0,8.0,,8.0,,Defender,,,Defender,Defender,,Defender,Defender,,Defender,,,,,,,,,,,,,PAT,,,PAT,PAT,,PAT,PAT,,PAT,,Patna Pirates,,,Patna Pirates,Patna Pirates,,Patna Pirates,Patna Pirates,,Patna Pirates,,166,,,97.0,119.0,,124.0,117.0,,112.0,,5,,,1.0,0.5,,1.0,3.0,,4.0,,0.625,,,0.125,0.0625,,0.125,0.375,,0.5,,6,,,6.0,6.0,,6.0,6.0,,6.0,,9,,,9.0,9.0,,9.0,9.0,,9.0
,Ranjit Naik,,Ranjit Naik,,Ranjit Naik,Ranjit Naik,Ranjit Naik,Ranjit Naik,,Ranjit Naik,,7,,7.0,,7.0,7.0,7.0,7.0,,7.0,,Raider,,Raider,,Raider,Raider,Raider,Raider,,Raider,,,,,,,,,,,,,PAT,,PAT,,PAT,PAT,PAT,PAT,,PAT,,Patna Pirates,,Patna Pirates,,Patna Pirates,Patna Pirates,Patna Pirates,Patna Pirates,,Patna Pirates,,113,,59.0,,137.0,46.0,59.0,145.0,,136.0,,17,,11.0,,0.29,5.0,15.0,2.0,,2.0,,2.4285714285714284,,1.5714285714285714,,0.0414285714285714,0.7142857142857143,2.142857142857143,0.2857142857142857,,0.2857142857142857,,6,,6.0,,6.0,6.0,6.0,6.0,,6.0,,8,,8.0,,8.0,8.0,8.0,8.0,,8.0
